,Year,TotalTDFDistance,Stage
1,1950,4773,Stage 2 : Metz > Liège
2,1950,4773,Stage 3 : Liège > Lille
3,1950,4773,Stage 4 : Lille > Rouen
4,1950,4773,Stage 5 : Rouen > Dinard
5,1950,4773,Stage 6 : Dinard > Saint-Brieuc
6,1950,4773,Stage 7 : Saint-Brieuc > Angers
7,1950,4773,Stage 8 : Angers > Niort
8,1950,4773,Stage 9 : Niort > Bordeaux
9,1950,4773,Stage 10 : Bordeaux > Pau
10,1950,4773,Stage 11 : Pau > Saint Gaudens
11,1950,4773,Stage 12 : Saint Gaudens > Perpignan
12,1950,4773,Stage 13 : Perpignan > Nîmes
13,1950,4773,Stage 14 : Nîmes > Toulon
14,1950,4773,Stage 15 : Toulon > Menton
15,1950,4773,Stage 16 : Menton > Nice
16,1950,4773,Stage 17 : Nice > Gap
17,1950,4773,Stage 18 : Gap > Briançon
18,1950,4773,Stage 19 : Briançon > Saint-Etienne
19,1950,4773,Stage 20 : Saint-Etienne > Lyon
20,1950,4773,Stage 21 : Lyon > Dijon
21,1950,4773,Stage 22 : Dijon > Paris
0,1951,4690,Stage 1 : Metz > Reims
1,1951,4690,Stage 2 : Reims > Gand
2,1951,4690,Stage 3 : Gand > Le Tréport
3,1951,4690,Stage 4 : Le Tréport > Paris
4,1951,4690,Stage 5 : Paris > Caen
5,1951,4690,Stage 6 : Caen > Rennes
6,1951,4690,Stage 7 : La Guerche > Angers
7,1951,4690,Stage 8 : Angers > Limoges
8,1951,4690,Stage 9 : Limoges > Clermont-Ferrand
9,1951,4690,Stage 10 : Clermont-Ferrand > Brive-la-Gaillarde
10,1951,4690,Stage 11 : Brive-la-Gaillarde > Agen
11,1951,4690,Stage 12 : Agen > Dax
12,1951,4690,Stage 13 : Dax > Tarbes
13,1951,4690,Stage 14 : Tarbes > Luchon
14,1951,4690,Stage 15 : Luchon > Carcassonne
15,1951,4690,Stage 16 : Carcassonne > Montpellier
16,1951,4690,Stage 17 : Montpellier > Avignon
17,1951,4690,Stage 18 : Avignon > Marseille
18,1951,4690,Stage 19 : Marseille > Gap
19,1951,4690,Stage 20 : Gap > Briançon
20,1951,4690,Stage 21 : Briançon > Aix-les-Bains
21,1951,4690,Stage 22 : Aix-les-Bains > Genève
22,1951,4690,Stage 23 : Genève > Dijon
23,1951,4690,Stage 24 : Dijon > Paris
0,1952,4898,Stage 1 : Brest > Rennes
1,1952,4898,Stage 2 : Rennes > Le Mans
2,1952,4898,Stage 3 : Le Mans > Rouen
3,1952,4898,Stage 4 : Rouen > Roubaix
4,1952,4898,Stage 5 : Roubaix > Namur
5,1952,4898,Stage 6 : Namur > Metz
6,1952,4898,Stage 7 : Metz > Nancy
7,1952,4898,Stage 8 : Nancy > Mulhouse
8,1952,4898,Stage 9 : Mulhouse > Lausanne
9,1952,4898,Stage 10 : Lausanne > Alpe d'Huez
10,1952,4898,Stage 11 : Bourg-d'Oisans > Sestrières
11,1952,4898,Stage 12 : Sestrières > Monaco
12,1952,4898,Stage 13 : Monaco > Aix en Provence
13,1952,4898,Stage 14 : Aix en Provence > Avignon
14,1952,4898,Stage 15 : Avignon > Perpignan
15,1952,4898,Stage 16 : Perpignan > Toulouse
16,1952,4898,Stage 17 : Toulouse > Bagnères-de-Bigorre
17,1952,4898,Stage 18 : Bagnères-de-Bigorre > Pau
18,1952,4898,Stage 19 : Pau > Bordeaux
19,1952,4898,Stage 20 : Bordeaux > Limoges
20,1952,4898,Stage 21 : Limoges > Puy de Dôme
21,1952,4898,Stage 22 : Puy de Dôme > Vichy
22,1952,4898,Stage 23 : Vichy > Paris
0,1953,4476,Stage 1 : Strasbourg > Metz
1,1953,4476,Stage 2 : Metz > Liège
2,1953,4476,Stage 3 : Liège > Lille
3,1953,4476,Stage 4 : Lille > Dieppe
4,1953,4476,Stage 5 : Dieppe > Caen
5,1953,4476,Stage 6 : Caen > Le Mans
6,1953,4476,Stage 7 : Le Mans > Nantes
7,1953,4476,Stage 8 : Nantes > Bordeaux
8,1953,4476,Stage 9 : Bordeaux > Pau
9,1953,4476,Stage 10 : Pau > Cauterets
10,1953,4476,Stage 11 : Cauterets > Luchon
11,1953,4476,Stage 12 : Luchon > Albi
12,1953,4476,Stage 13 : Albi > Béziers
13,1953,4476,Stage 14 : Béziers > Nîmes
14,1953,4476,Stage 15 : Nîmes > Marseille
15,1953,4476,Stage 16 : Marseille > Monaco
16,1953,4476,Stage 17 : Monaco > Gap
17,1953,4476,Stage 18 : Gap > Briançon
18,1953,4476,Stage 19 : Briançon > Lyon
19,1953,4476,Stage 20 : Lyon > Saint-Etienne
20,1953,4476,Stage 21 : Saint-Etienne > Montluçon
21,1953,4476,Stage 22 : Montluçon > Paris
0,1954,4656,Stage 1 : Amsterdam > Anvers Brasschaat
1,1954,4656,Stage 2 : Anvers Brasschaat > Lille
2,1954,4656,Stage 3 : Lille > Rouen
3,1954,4656,Stage 4.1 : Rouen > Les Essarts
4,1954,4656,Stage 4.2 : Les Essarts > Caen
5,1954,4656,Stage 5 : Caen > Saint-Brieuc
6,1954,4656,Stage 6 : Saint-Brieuc > Brest
7,1954,4656,Stage 7 : Brest > Vannes
8,1954,4656,Stage 8 : Vannes > Angers
9,1954,4656,Stage 9 : Angers > Bordeaux
10,1954,4656,Stage 10 : Bordeaux > Bayonne
11,1954,4656,Stage 11 : Bayonne > Pau
12,1954,4656,Stage 12 : Pau > Luchon
13,1954,4656,Stage 13 : Luchon > Toulouse
14,1954,4656,Stage 14 : Toulouse > Millau
15,1954,4656,Stage 15 : Millau > Le Puy en Velay
16,1954,4656,Stage 16 : Le Puy en Velay > Lyon
17,1954,4656,Stage 17 : Lyon > Grenoble
18,1954,4656,Stage 18 : Grenoble > Briançon
19,1954,4656,Stage 19 : Briançon > Aix-les-Bains
20,1954,4656,Stage 20 : Aix-les-Bains > Besançon
21,1954,4656,Stage 21.1 : Besançon > Epinal
22,1954,4656,Stage 21.2 : Epinal > Nancy
23,1954,4656,Stage 22 : Nancy > Troyes
24,1954,4656,Stage 23 : Troyes > Paris
0,1955,4495,Stage 1.1 : Le Havre > Dieppe
1,1955,4495,Stage 1.2 : Dieppe > Dieppe
2,1955,4495,Stage 2 : Dieppe > Roubaix
3,1955,4495,Stage 3 : Roubaix > Namur
4,1955,4495,Stage 4 : Namur > Metz
5,1955,4495,Stage 5 : Metz > Colmar
6,1955,4495,Stage 6 : Colmar > Zurich
7,1955,4495,Stage 7 : Zurich > Thonon
8,1955,4495,Stage 8 : Thonon > Briançon
9,1955,4495,Stage 9 : Briançon > Monaco
10,1955,4495,Stage 10 : Monaco > Marseille
11,1955,4495,Stage 11 : Marseille > Avignon
12,1955,4495,Stage 12 : Avignon > Millau
13,1955,4495,Stage 13 : Millau > Albi
14,1955,4495,Stage 14 : Albi > Narbonne
15,1955,4495,Stage 15 : Narbonne > Ax-les-Thermes
16,1955,4495,Stage 16 : Ax-les-Thermes > Toulouse
17,1955,4495,Stage 17 : Toulouse > Saint Gaudens
18,1955,4495,Stage 18 : Saint Gaudens > Pau
19,1955,4495,Stage 19 : Pau > Bordeaux
20,1955,4495,Stage 20 : Bordeaux > Poitiers
21,1955,4495,Stage 21 : Châtellerault > Tours
22,1955,4495,Stage 22 : Tours > Paris
0,1956,4498,Stage 1 : Reims > Liège
1,1956,4498,Stage 2 : Liège > Lille
2,1956,4498,Stage 3.1 : Lille > Rouen
3,1956,4498,Stage 3.2 : Les Essarts > Les Essarts
4,1956,4498,Stage 4 : Rouen > Caen
5,1956,4498,Stage 5 : Caen > Saint-Malo
6,1956,4498,Stage 6 : Saint-Malo > Lorient
7,1956,4498,Stage 7 : Lorient > Angers
8,1956,4498,Stage 8 : Angers > La Rochelle
9,1956,4498,Stage 9 : La Rochelle > Bordeaux
10,1956,4498,Stage 10 : Bordeaux > Bayonne
11,1956,4498,Stage 11 : Bayonne > Pau
12,1956,4498,Stage 12 : Pau > Luchon
13,1956,4498,Stage 13 : Luchon > Toulouse
14,1956,4498,Stage 14 : Toulouse > Montpellier
15,1956,4498,Stage 15 : Montpellier > Aix en Provence
16,1956,4498,Stage 16 : Aix en Provence > Gap
17,1956,4498,Stage 17 : Gap > Turin
18,1956,4498,Stage 18 : Turin > Grenoble
19,1956,4498,Stage 19 : Grenoble > Saint-Etienne
20,1956,4498,Stage 20 : Saint-Etienne > Lyon
21,1956,4498,Stage 21 : Lyon > Montluçon
22,1956,4498,Stage 22 : Montluçon > Paris
0,1957,4669,Stage 1 : Nantes > Granville
1,1957,4669,Stage 2 : Granville > Caen
2,1957,4669,Stage 3.1 : Caen > Caen
3,1957,4669,Stage 3.2 : Caen > Rouen
4,1957,4669,Stage 4 : Rouen > Roubaix
5,1957,4669,Stage 5 : Roubaix > Charleroi
6,1957,4669,Stage 6 : Charleroi > Metz
7,1957,4669,Stage 7 : Metz > Colmar
8,1957,4669,Stage 8 : Colmar > Besançon
9,1957,4669,Stage 9 : Besançon > Thonon
10,1957,4669,Stage 10 : Thonon > Briançon
11,1957,4669,Stage 11 : Briançon > Cannes
12,1957,4669,Stage 12 : Cannes > Marseille
13,1957,4669,Stage 13 : Marseille > Alès
14,1957,4669,Stage 14 : Alès > Perpignan
15,1957,4669,Stage 15.1 : Perpignan > Barcelone
16,1957,4669,Stage 15.2 : Barcelone > Barcelone
17,1957,4669,Stage 16 : Barcelone > Ax-les-Thermes
18,1957,4669,Stage 17 : Ax-les-Thermes > Saint Gaudens
19,1957,4669,Stage 18 : Saint Gaudens > Pau
20,1957,4669,Stage 19 : Pau > Bordeaux
21,1957,4669,Stage 20 : Bordeaux > Libourne
22,1957,4669,Stage 21 : Libourne > Tours
23,1957,4669,Stage 22 : Tours > Paris
0,1958,4319,Stage 1 : Bruxelles > Gand
1,1958,4319,Stage 2 : Gand > Dunkerque
2,1958,4319,Stage 3 : Dunkerque > Le Tréport
3,1958,4319,Stage 4 : Le Tréport > Versailles
4,1958,4319,Stage 5 : Versailles > Caen
5,1958,4319,Stage 6 : Caen > Saint-Brieuc
6,1958,4319,Stage 7 : Saint-Brieuc > Brest
7,1958,4319,Stage 8 : Chateaulin > Chateaulin
8,1958,4319,Stage 9 : Quimper > Saint Nazaire
9,1958,4319,Stage 10 : Saint Nazaire > Royan
10,1958,4319,Stage 11 : Royan > Bordeaux
11,1958,4319,Stage 12 : Bordeaux > Dax
12,1958,4319,Stage 13 : Dax > Pau
13,1958,4319,Stage 14 : Pau > Luchon
14,1958,4319,Stage 15 : Luchon > Toulouse
15,1958,4319,Stage 16 : Toulouse > Béziers
16,1958,4319,Stage 17 : Béziers > Nîmes
17,1958,4319,Stage 18 : Mont Ventoux > Mont Ventoux
18,1958,4319,Stage 19 : Carpentras > Gap
19,1958,4319,Stage 20 : Gap > Briançon
20,1958,4319,Stage 21 : Briançon > Aix-les-Bains
21,1958,4319,Stage 22 : Aix-les-Bains > Besançon
22,1958,4319,Stage 23 : Besançon > Dijon
23,1958,4319,Stage 24 : Dijon > Paris
0,1959,4358,Stage 1 : Mulhouse > Metz
1,1959,4358,Stage 2 : Metz > Namur
2,1959,4358,Stage 3 : Namur > Roubaix
3,1959,4358,Stage 4 : Roubaix > Rouen
4,1959,4358,Stage 5 : Rouen > Rennes
5,1959,4358,Stage 6 : Blain > Nantes
6,1959,4358,Stage 7 : Nantes > La Rochelle
7,1959,4358,Stage 8 : La Rochelle > Bordeaux
8,1959,4358,Stage 9 : Bordeaux > Bayonne
9,1959,4358,Stage 10 : Bayonne > Bagnères-de-Bigorre
10,1959,4358,Stage 11 : Bagnères-de-Bigorre > Saint Gaudens
11,1959,4358,Stage 12 : Saint Gaudens > Albi
12,1959,4358,Stage 13 : Albi > Aurillac
13,1959,4358,Stage 14 : Aurillac > Clermont-Ferrand
14,1959,4358,Stage 15 : Clermont-Ferrand > Puy de Dôme
15,1959,4358,Stage 16 : Clermont-Ferrand > Saint-Etienne
16,1959,4358,Stage 17 : Saint-Etienne > Grenoble
17,1959,4358,Stage 18 : Grenoble > Saint-Vincent d'Aoste
18,1959,4358,Stage 19 : Saint-Vincent d'Aoste > Annecy
19,1959,4358,Stage 20 : Annecy > Chalon-sur-Saône
20,1959,4358,Stage 21 : Seurre > Dijon
21,1959,4358,Stage 22 : Dijon > Paris
0,1960,4173,Stage 1.1 : Lille > Bruxelles
1,1960,4173,Stage 1.2 : Bruxelles > Bruxelles
2,1960,4173,Stage 2 : Bruxelles > Dunkerque
3,1960,4173,Stage 3 : Dunkerque > Dieppe
4,1960,4173,Stage 4 : Dieppe > Caen
5,1960,4173,Stage 5 : Caen > Saint-Malo
6,1960,4173,Stage 6 : Saint-Malo > Lorient
7,1960,4173,Stage 7 : Lorient > Angers
8,1960,4173,Stage 8 : Angers > Limoges
9,1960,4173,Stage 9 : Limoges > Bordeaux
10,1960,4173,Stage 10 : Mont de Marsan > Pau
11,1960,4173,Stage 11 : Pau > Luchon
12,1960,4173,Stage 12 : Luchon > Toulouse
13,1960,4173,Stage 13 : Toulouse > Millau
14,1960,4173,Stage 14 : Millau > Avignon
15,1960,4173,Stage 15 : Avignon > Gap
16,1960,4173,Stage 16 : Gap > Briançon
17,1960,4173,Stage 17 : Briançon > Aix-les-Bains
18,1960,4173,Stage 18 : Aix-les-Bains > Thonon
19,1960,4173,Stage 19 : Pontarlier > Besançon
20,1960,4173,Stage 20 : Besançon > Troyes
21,1960,4173,Stage 21 : Troyes > Paris
0,1961,4397,Stage 1.1 : Rouen > Versailles
1,1961,4397,Stage 1.2 : Versailles > Versailles
2,1961,4397,Stage 2 : Pontoise > Roubaix
3,1961,4397,Stage 3 : Roubaix > Charleroi
4,1961,4397,Stage 4 : Charleroi > Metz
5,1961,4397,Stage 5 : Metz > Strasbourg
6,1961,4397,Stage 6 : Strasbourg > Belfort
7,1961,4397,Stage 7 : Belfort > Chalon-sur-Saône
8,1961,4397,Stage 8 : Chalon-sur-Saône > Saint-Etienne
9,1961,4397,Stage 9 : Saint-Etienne > Grenoble
10,1961,4397,Stage 10 : Grenoble > Turin
11,1961,4397,Stage 11 : Turin > Antibes
12,1961,4397,Stage 12 : Antibes > Aix en Provence
13,1961,4397,Stage 13 : Aix en Provence > Montpellier
14,1961,4397,Stage 14 : Montpellier > Perpignan
15,1961,4397,Stage 15 : Perpignan > Toulouse
16,1961,4397,Stage 16 : Toulouse > Superbagnères
17,1961,4397,Stage 17 : Luchon > Pau
18,1961,4397,Stage 18 : Pau > Bordeaux
19,1961,4397,Stage 19 : Bergerac > Périgueux
20,1961,4397,Stage 20 : Périgueux > Tours
21,1961,4397,Stage 21 : Tours > Paris
0,1962,4274,Stage 1 : Nancy > Spa
1,1962,4274,Stage 2.1 : Spa > Herenthals
2,1962,4274,Stage 2.2 : Herenthals > Herenthals
3,1962,4274,Stage 3 : Bruxelles > Amiens
4,1962,4274,Stage 4 : Amiens > Le Havre
5,1962,4274,Stage 5 : Pont l'Evêque > Saint-Malo
6,1962,4274,Stage 6 : Dinard > Brest
7,1962,4274,Stage 7 : Quimper > Saint Nazaire
8,1962,4274,Stage 8.1 : Saint Nazaire > Luçon
9,1962,4274,Stage 8.2 : Luçon > La Rochelle
10,1962,4274,Stage 9 : La Rochelle > Bordeaux
11,1962,4274,Stage 10 : Bordeaux > Bayonne
12,1962,4274,Stage 11 : Bayonne > Pau
13,1962,4274,Stage 12 : Pau > Saint Gaudens
14,1962,4274,Stage 13 : Luchon > Superbagnères
15,1962,4274,Stage 14 : Luchon > Carcassonne
16,1962,4274,Stage 15 : Carcassonne > Montpellier
17,1962,4274,Stage 16 : Montpellier > Aix en Provence
18,1962,4274,Stage 17 : Aix en Provence > Antibes
19,1962,4274,Stage 18 : Antibes > Briançon
20,1962,4274,Stage 19 : Briançon > Aix-les-Bains
21,1962,4274,Stage 20 : Bourgoin > Lyon
22,1962,4274,Stage 21 : Lyon > Nevers
23,1962,4274,Stage 22 : Nevers > Paris
0,1963,4138,Stage 1 : Paris > Épernay
1,1963,4138,Stage 2.1 : Reims > Jambes
2,1963,4138,Stage 2.2 : Jambes > Jambes
3,1963,4138,Stage 3 : Jambes > Roubaix
4,1963,4138,Stage 4 : Roubaix > Rouen
5,1963,4138,Stage 5 : Rouen > Rennes
6,1963,4138,Stage 6.1 : Rennes > Angers
7,1963,4138,Stage 6.2 : Angers > Angers
8,1963,4138,Stage 7 : Angers > Limoges
9,1963,4138,Stage 8 : Limoges > Bordeaux
10,1963,4138,Stage 9 : Bordeaux > Pau
11,1963,4138,Stage 10 : Pau > Bagnères-de-Bigorre
12,1963,4138,Stage 11 : Bagnères-de-Bigorre > Luchon
13,1963,4138,Stage 12 : Luchon > Toulouse
14,1963,4138,Stage 13 : Toulouse > Aurillac
15,1963,4138,Stage 14 : Aurillac > Saint-Etienne
16,1963,4138,Stage 15 : Saint-Etienne > Grenoble
17,1963,4138,Stage 16 : Grenoble > val_d_isere
18,1963,4138,Stage 17 : val_d_isere > Chamonix
19,1963,4138,Stage 18 : Chamonix > Lons-le-Saunier
20,1963,4138,Stage 19 : Arbois > Besançon
21,1963,4138,Stage 20 : Besançon > Troyes
22,1963,4138,Stage 21 : Troyes > Paris
0,1964,4504,Stage 1 : Rennes > Lisieux
1,1964,4504,Stage 2 : Lisieux > Amiens
2,1964,4504,Stage 3.1 : Amiens > Forest
3,1964,4504,Stage 3.2 : Forest > Forest
4,1964,4504,Stage 4 : Forest > Metz
5,1964,4504,Stage 5 : Lunéville > Fribourg
6,1964,4504,Stage 6 : Fribourg > Besançon
7,1964,4504,Stage 7 : Champagnole > Thonon
8,1964,4504,Stage 8 : Thonon > Briançon
9,1964,4504,Stage 9 : Briançon > Monaco
10,1964,4504,Stage 10.1 : Monaco > Hyères
11,1964,4504,Stage 10.2 : Hyères > Toulon
12,1964,4504,Stage 11 : Toulon > Montpellier
13,1964,4504,Stage 12 : Montpellier > Perpignan
14,1964,4504,Stage 13 : Perpignan > Andorre
15,1964,4504,Stage 14 : Andorre > Toulouse
16,1964,4504,Stage 15 : Toulouse > Luchon
17,1964,4504,Stage 16 : Luchon > Pau
18,1964,4504,Stage 17 : Peyrehorade > Bayonne
19,1964,4504,Stage 18 : Bayonne > Bordeaux
20,1964,4504,Stage 19 : Bordeaux > Brive-la-Gaillarde
21,1964,4504,Stage 20 : Brive-la-Gaillarde > Puy de Dôme
22,1964,4504,Stage 21 : Clermont-Ferrand > Orléans
23,1964,4504,Stage 22.1 : Orléans > Versailles
24,1964,4504,Stage 22.2 : Versailles > Paris
0,1965,4188,Stage 1.1 : Cologne > Liège
1,1965,4188,Stage 1.2 : Liège > Liège
2,1965,4188,Stage 2 : Liège > Roubaix
3,1965,4188,Stage 3 : Roubaix > Rouen
4,1965,4188,Stage 4 : Caen > Saint-Brieuc
5,1965,4188,Stage 5.1 : Saint-Brieuc > Chateaulin
6,1965,4188,Stage 5.2 : Chateaulin > Chateaulin
7,1965,4188,Stage 6 : Quimper > La Baule
8,1965,4188,Stage 7 : La Baule > La Rochelle
9,1965,4188,Stage 8 : La Rochelle > Bordeaux
10,1965,4188,Stage 9 : Dax > Bagnères-de-Bigorre
11,1965,4188,Stage 10 : Bagnères-de-Bigorre > Ax-les-Thermes
12,1965,4188,Stage 11 : Ax-les-Thermes > Barcelone
13,1965,4188,Stage 12 : Barcelone > Perpignan
14,1965,4188,Stage 16 : Gap > Briançon
15,1965,4188,Stage 13 : Perpignan > Montpellier
16,1965,4188,Stage 14 : Montpellier > Mont Ventoux
17,1965,4188,Stage 15 : Carpentras > Gap
18,1965,4188,Stage 17 : Briançon > Aix-les-Bains
19,1965,4188,Stage 18 : Aix-les-Bains > Mont Revard
20,1965,4188,Stage 19 : Mont Revard > Lyon
21,1965,4188,Stage 20 : Lyon > Auxerre
22,1965,4188,Stage 21 : Auxerre > Versailles
23,1965,4188,Stage 22 : Versailles > Paris
0,1966,4329,Stage 1 : Nancy > Charleville-Mézières
1,1966,4329,Stage 2 : Charleville-Mézières > Tournai
2,1966,4329,Stage 3.1 : Tournai > Tournai
3,1966,4329,Stage 3.2 : Tournai > Dunkerque
4,1966,4329,Stage 4 : Dunkerque > Dieppe
5,1966,4329,Stage 5 : Dieppe > Caen
6,1966,4329,Stage 6 : Caen > Angers
7,1966,4329,Stage 7 : Angers > Royan
8,1966,4329,Stage 8 : Royan > Bordeaux
9,1966,4329,Stage 9 : Bordeaux > Bayonne
10,1966,4329,Stage 10 : Bayonne > Pau
11,1966,4329,Stage 11 : Pau > Luchon
12,1966,4329,Stage 12 : Luchon > Revel
13,1966,4329,Stage 13 : Revel > Sète
14,1966,4329,Stage 14.1 : Montpellier > Aubenas
15,1966,4329,Stage 14.2 : Aubenas > Vals-les-Bains
16,1966,4329,Stage 15 : Privas > Bourg-d'Oisans
17,1966,4329,Stage 16 : Bourg-d'Oisans > Briançon
18,1966,4329,Stage 17 : Briançon > Turin
19,1966,4329,Stage 18 : Ivrea > Chamonix
20,1966,4329,Stage 19 : Chamonix > Saint-Etienne
21,1966,4329,Stage 20 : Saint-Etienne > Montluçon
22,1966,4329,Stage 21 : Montluçon > Orléans
23,1966,4329,Stage 22.1 : Orléans > Rambouillet
24,1966,4329,Stage 22.2 : Rambouillet > Paris
0,1967,4779,Prologue : Angers > Angers
1,1967,4779,Stage 1 : Angers > Saint-Malo
2,1967,4779,Stage 2 : Saint-Malo > Caen
3,1967,4779,Stage 3 : Caen > Amiens
4,1967,4779,Stage 4 : Amiens > Roubaix
5,1967,4779,Stage 5.1 : Roubaix > Jambes
6,1967,4779,Stage 5.2 : Jambes > Jambes
7,1967,4779,Stage 6 : Jambes > Metz
8,1967,4779,Stage 7 : Metz > Strasbourg
9,1967,4779,Stage 8 : Strasbourg > Ballon d'Alsace
10,1967,4779,Stage 9 : Belfort > Divonne
11,1967,4779,Stage 10 : Divonne > Briançon
12,1967,4779,Stage 11 : Briançon > Digne-les-Bains
13,1967,4779,Stage 12 : Digne-les-Bains > Marseille
14,1967,4779,Stage 13 : Marseille > Carpentras
15,1967,4779,Stage 14 : Carpentras > Sète
16,1967,4779,Stage 15 : Sète > Toulouse
17,1967,4779,Stage 16 : Toulouse > Luchon
18,1967,4779,Stage 17 : Luchon > Pau
19,1967,4779,Stage 18 : Pau > Bordeaux
20,1967,4779,Stage 19 : Bordeaux > Limoges
21,1967,4779,Stage 20 : Limoges > Puy de Dôme
22,1967,4779,Stage 21 : Clermont-Ferrand > Fontainebleau
23,1967,4779,Stage 22.1 : Fontainebleau > Versailles
24,1967,4779,Stage 22.2 : Versailles > Paris
0,1968,4492,Prologue : Vittel > Vittel
1,1968,4492,Stage 1 : Vittel > Esch-sur-Alzette
2,1968,4492,Stage 2 : Arlon > Forest
3,1968,4492,Stage 3.1 : Forest > Forest
4,1968,4492,Stage 3.2 : Forest > Roubaix
5,1968,4492,Stage 4 : Roubaix > Rouen
6,1968,4492,Stage 5.1 : Rouen > Bagnoles-de-l'Orne
7,1968,4492,Stage 5.2 : Bagnoles-de-l'Orne > Dinard
8,1968,4492,Stage 6 : Dinard > Lorient
9,1968,4492,Stage 7 : Lorient > Nantes
10,1968,4492,Stage 8 : Nantes > Royan
11,1968,4492,Stage 9 : Royan > Bordeaux
12,1968,4492,Stage 10 : Bordeaux > Bayonne
13,1968,4492,Stage 11 : Bayonne > Pau
14,1968,4492,Stage 12 : Pau > Saint Gaudens
15,1968,4492,Stage 13 : Saint Gaudens > Seo de Urgel
16,1968,4492,Stage 14 : Seo de Urgel > Canet-Plage
17,1968,4492,Stage 15 : Font Romeu > Albi
18,1968,4492,Stage 16 : Albi > Aurillac
19,1968,4492,Stage 17 : Aurillac > Saint-Etienne
20,1968,4492,Stage 18 : Saint-Etienne > Grenoble
21,1968,4492,Stage 19 : Grenoble > Sallanches
22,1968,4492,Stage 20 : Sallanches > Besançon
23,1968,4492,Stage 21 : Besançon > Auxerre
24,1968,4492,Stage 22.1 : Auxerre > Melun
25,1968,4492,Stage 22.2 : Melun > Paris
0,1969,4117,Prologue : Roubaix > Roubaix
1,1969,4117,Stage 1.1 : Roubaix > Woluwé-Saint-Pierre
2,1969,4117,Stage 1.2 : Woluwé-Saint-Pierre > Woluwé-Saint-Pierre
3,1969,4117,Stage 2 : Woluwé-Saint-Pierre > Maastricht
4,1969,4117,Stage 3 : Maastricht > Charleville-Mézières
5,1969,4117,Stage 4 : Charleville-Mézières > Nancy
6,1969,4117,Stage 5 : Nancy > Mulhouse
7,1969,4117,Stage 6 : Mulhouse > Ballon d'Alsace
8,1969,4117,Stage 7 : Belfort > Divonne
9,1969,4117,Stage 8.1 : Divonne > Divonne
10,1969,4117,Stage 8.2 : Divonne > Thonon
11,1969,4117,Stage 9 : Thonon > Chamonix
12,1969,4117,Stage 10 : Chamonix > Briançon
13,1969,4117,Stage 11 : Briançon > Digne-les-Bains
14,1969,4117,Stage 12 : Digne-les-Bains > Aubagne
15,1969,4117,Stage 13 : Aubagne > La Grande-Motte
16,1969,4117,Stage 14 : La Grande-Motte > Revel
17,1969,4117,Stage 15 : Revel > Revel
18,1969,4117,Stage 16 : Castelnaudary > Luchon
19,1969,4117,Stage 17 : Luchon > Mourenx
20,1969,4117,Stage 18 : Mourenx > Bordeaux
21,1969,4117,Stage 19 : Libourne > Brive-la-Gaillarde
22,1969,4117,Stage 20 : Brive-la-Gaillarde > Puy de Dôme
23,1969,4117,Stage 21 : Clermont-Ferrand > Montargis
24,1969,4117,Stage 22.1 : Montargis > Créteil
25,1969,4117,Stage 22.2 : Créteil > Paris
0,1970,4254,Prologue : Limoges > Limoges
1,1970,4254,Stage 1 : Limoges > La Rochelle
2,1970,4254,Stage 2 : La Rochelle > Angers
3,1970,4254,Stage 3.1 : Angers > Angers
4,1970,4254,Stage 3.2 : Angers > Rennes
5,1970,4254,Stage 4 : Rennes > Lisieux
6,1970,4254,Stage 5.1 : Lisieux > Rouen
7,1970,4254,Stage 5.2 : Rouen > Amiens
8,1970,4254,Stage 6 : Amiens > Valenciennes
9,1970,4254,Stage 7.1 : Valenciennes > Forest
10,1970,4254,Stage 7.2 : Forest > Forest
11,1970,4254,Stage 8 : Ciney > Feldsberg
12,1970,4254,Stage 9 : Sarrelouis > Mulhouse
13,1970,4254,Stage 10 : Belfort > Divonne
14,1970,4254,Stage 11.1 : Divonne > Divonne
15,1970,4254,Stage 11.2 : Divonne > Thonon
16,1970,4254,Stage 12 : Thonon > Grenoble
17,1970,4254,Stage 13 : Grenoble > Gap
18,1970,4254,Stage 14 : Gap > Mont Ventoux
19,1970,4254,Stage 15 : Carpentras > Montpellier
20,1970,4254,Stage 16 : Montpellier > Toulouse
21,1970,4254,Stage 17 : Toulouse > Saint Gaudens
22,1970,4254,Stage 18 : Saint Gaudens > La Mongie
23,1970,4254,Stage 19 : Bagnères-de-Bigorre > Mourenx
24,1970,4254,Stage 20.1 : Mourenx > Bordeaux
25,1970,4254,Stage 20.2 : Bordeaux > Bordeaux
26,1970,4254,Stage 21 : Ruffec > Tours
27,1970,4254,Stage 22 : Tours > Versailles
28,1970,4254,Stage 23 : Versailles > Paris
0,1971,3608,Prologue : Mulhouse > Mulhouse
1,1971,3608,Stage 1.1 : Mulhouse > Bâle
2,1971,3608,Stage 1.2 : Bâle > Fribourg
3,1971,3608,Stage 1.3 : Fribourg > Mulhouse
4,1971,3608,Stage 2 : Mulhouse > Strasbourg
5,1971,3608,Stage 3 : Strasbourg > Nancy
6,1971,3608,Stage 4 : Nancy > Marche en Famenne
7,1971,3608,Stage 5 : Dinant > Roubaix
8,1971,3608,Stage 6.1 : Roubaix > Amiens
9,1971,3608,Stage 6.2 : Amiens > Le Touquet-Paris-Plage
10,1971,3608,Stage 7 : Rungis > Nevers
11,1971,3608,Stage 8 : Nevers > Puy de Dôme
